Country Name,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guam,Marine protected areas (% of territorial waters),,,,,,,0.008887348,0.009067416,0.009067416,0.009067,0.018284,0.0197942,0.0197942
Guam,Terrestrial protected areas (% of total land area),,,,,,,21.92,22.46913768,22.46913768,22.46914,2.663595,4.467405319,4.4674053
Guam,"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,
Guam,"Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,
Guam,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,,,,,,,
Guam,Population living in areas where elevation is below 5 meters (% of total population),,,,,,2.386972977,,,,,,,
Guam,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,0.661445417,,,,,,,
Guam,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,1.72552756,,,,,,,
Guam,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
Guam,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
Guam,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,
Guam,SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guam,PFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guam,Nitrous oxide emissions (% change from 1990),27.77693389,29.05470323,30.33247257,,,,,,,,,,
Guam,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guam,Methane emissions (% change from 1990),50.76061658,52.26822275,53.77582891,,,,,,,,,,
Guam,Methane emissions (kt of CO2 equivalent),,,,,,,,,,,,,
Guam,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guam,Total greenhouse gas emissions (% change from 1990),38.94053795,40.84867023,42.67604681,,,,,,,,,,
Guam,Total greenhouse gas emissions (kt of CO2 equivalent),,,,,,,,,,,,,
Guam,Other greenhouse gas emissions (% change from 1990),-100,-100,-100,,,,,,,,,,
Guam,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,
Guam,CO2 emissions from solid fuel consumption (% of total),,,,,,,,,,,,,
Guam,CO2 emissions from solid fuel consumption (kt),,,,,,,,,,,,,
Guam,CO2 emissions (kg per 2017 PPP $ of GDP),,,,,,,,,,,,,
Guam,CO2 emissions (kg per PPP $ of GDP),,,,,,,,,,,,,
Guam,CO2 emissions (metric tons per capita),,,,,,,,,,,,,
Guam,CO2 emissions from liquid fuel consumption (% of total),,,,,,,,,,,,,
Guam,CO2 emissions from liquid fuel consumption (kt),,,,,,,,,,,,,
Guam,CO2 emissions (kt),,,,,,,,,,,,,
Guam,CO2 emissions (kg per 2015 US$ of GDP),,,,,,,,,,,,,
Guam,CO2 emissions from gaseous fuel consumption (% of total),,,,,,,,,,,,,
Guam,CO2 emissions from gaseous fuel consumption (kt),,,,,,,,,,,,,
Guam,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,,,,,
Guam,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,
Guam,Electric power consumption (kWh per capita),,,,,,,,,,,,,
Guam,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,,,,,
Guam,Renewable energy consumption (% of total final energy consumption),0.46,0.47,0.5,0.5,0.52,1.78,3.53,3.45,3.54,3.53,3.61,3.55,
Guam,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,
Guam,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,
Guam,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,,,,,,,
Guam,Electricity production from oil sources (% of total),,,,,,,,,,,,,
Guam,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,
Guam,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,
Guam,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,
Guam,Electricity production from coal sources (% of total),,,,,,,,,,,,,
Guam,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,
Guam,"Foreign direct investment, net inflows (% of GDP)",,,,,,,,,,,,,
Guam,Cereal yield (kg per hectare),,,,,,,,,,,,,
Guam,Average precipitation in depth (mm per year),,,,,,,,,,,,,
Guam,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,
Guam,Forest area (% of land area),44.44444444,44.81481481,45.18518519,45.55555556,45.92592593,46.2962963,51.85185185,51.85185185,51.85185185,51.85185185,51.85185185,51.85185185,
Guam,Forest area (sq. km),240,242,244,246,248,250,280,280,280,280,280,280,
Guam,Land area where elevation is below 5 meters (% of total land area),,,,,,4.945440256,,,,,,,
Guam,Urban land area where elevation is below 5 meters (% of total land area),,,,,,0.349405713,,,,,,,
Guam,Urban land area where elevation is below 5 meters (sq. km),,,,,,1.923867792,,,,,,,
Guam,Rural land area where elevation is below 5 meters (% of total land area),,,,,,4.596034543,,,,,,,
Guam,Rural land area where elevation is below 5 meters (sq. km),,,,,,25.30629149,,,,,,,
Guam,Arable land (% of land area),1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,1.851851852,
Guam,Agricultural land (% of land area),33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,31.48148148,31.48148148,31.48148148,29.62962963,29.62962963,29.62962963,29.62962963,
Guam,Agricultural land (sq. km),180,180,180,180,180,170,170,170,160,160,160,160,
Guyana,Urban population (% of total population),26.634,26.4,26.4,26.4,26.414,26.441,26.482,26.538,26.606,26.689,26.786,26.897,27.022
Guyana,Urban population,199204,196477,196407,197319,198400,199638,201021,202552,208994,213179,213539,216404,218534
Guyana,Urban population growth (annual %),-1.322514663,-1.378404916,-0.035633928,0.463267161,0.546348641,0.622053167,0.690365369,0.758726349,3.130889971,1.982664496,0.16872974,1.332754531,0.979457775
Guyana,"Population, total",747932,744230,743966,747420,751115,755031,759087,763252,785514,798753,797202,804567,808726
Guyana,Population growth (annual %),-0.443706996,-0.496193791,-0.035479198,0.463194126,0.493149308,0.520003881,0.535758732,0.547185665,2.875002859,1.671348097,-0.194366444,0.919614739,0.515592544
Guyana,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,
Guyana,"Prevalence of underweight, weight for age (% of children under 5)",,,,,8.2,,,,,9.4,,,
Guyana,"Community health workers (per 1,000 people)",0.325,,,,,,,,,,,,
Guyana,"Mortality rate, under-5 (per 1,000 live births)",37.4,36.6,35.9,35,34.1,33.1,32.2,31.3,30.3,29.4,28.5,27.7,
Guyana,"Primary completion rate, total (% of relevant age group)",98.39202118,104.8815994,105.516243,,,,,,,,,,
Guyana,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.000570059,0.995859981,0.995010018,,,,,,,,,,
Guyana,"Agriculture, forestry, and fishing, value added (% of GDP)",28.5284323,25.6836014,25.4400079,25.64757337,24.5940865,25.44300833,20.38724091,22.75792505,19.53579387,17.59533673,16.85117865,13.48893863,
Guyana,CPIA public sector management and institutions cluster average (1=low to 6=high),3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2
Guyana,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,134,,,
Guyana,Terrestrial and marine protected areas (% of total territorial area),,,,,,,5.306076838,5.306077348,5.306077348,5.164568145,5.164568145,5.164568145,5.164568145
Guyana,Marine protected areas (% of territorial waters),,,,,,,0.012416916,0.012712372,0.012712372,0.018885,0.018885,0.018885171,0.0188852
Guyana,Terrestrial protected areas (% of total land area),,,,,,,8.74,8.737486809,8.737486809,8.500243,8.500243,8.500243187,8.5002432
Guyana,"Annual freshwater withdrawals, total (% of internal resources)",0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,,
Guyana,"Annual freshwater withdrawals, total (billion cubic meters)",1.4447,1.4447,1.4447,1.4447,1.4447,1.4447,1.4447,1.4447,1.4447,1.4447,1.4447,,
Guyana,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,,,,,,,
Guyana,Population living in areas where elevation is below 5 meters (% of total population),,,,,,78.48315813,,,,,,,
Guyana,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,51.98735275,,,,,,,
Guyana,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,26.49580537,,,,,,,
Guyana,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
Guyana,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
Guyana,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,
Guyana,SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guyana,PFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guyana,Nitrous oxide emissions (% change from 1990),1.09090252,2.101811546,3.112720571,,,,,,,,,,
Guyana,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),495.550668,450.50343,502.690792,539.176153,518.799915,574.581877,497.276117,494.274957,572.368797,580.385037,567.141277,,
Guyana,Methane emissions (% change from 1990),65.77319588,67.43092784,69.08865979,,,,,,,,,,
Guyana,Methane emissions (kt of CO2 equivalent),1286.261048,1348.138727,1378.056405,1520.979084,1661.021763,1719.674442,1423.889832,1570.465223,1523.510614,1600.573505,1846.596396,,
Guyana,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Guyana,Total greenhouse gas emissions (% change from 1990),-64.52267287,-63.89356391,-63.30733113,,,,,,,,,,
Guyana,Total greenhouse gas emissions (kt of CO2 equivalent),3575.46518,3670.424541,3927.558503,4087.595464,4300.879425,4437.684387,4470.524055,4616.558322,4768.25759,5069.396758,5282.035926,,
Guyana,Other greenhouse gas emissions (% change from 1990),-99.85861317,-99.85861317,-99.85861317,,,,,,,,,,
Guyana,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-914.8120651,-847.4158354,-676.294358,-969.0155717,-925.1195183,-1091.638039,-873.057209,,,,,,
Guyana,CO2 emissions from solid fuel consumption (% of total),0,0,0,0,0,0,0,,,,,,
Guyana,CO2 emissions from solid fuel consumption (kt),0,0,0,0,0,0,0,,,,,,
Guyana,CO2 emissions (kg per 2017 PPP $ of GDP),0.239245808,0.236774433,0.245684133,0.23403912,0.240386007,0.240658512,0.276266655,0.265805472,0.266159193,0.273026321,0.188424507,,
Guyana,CO2 emissions (kg per PPP $ of GDP),0.251526147,0.24386118,0.252744382,0.236041099,0.246808512,0.242022703,0.28444176,0.265805472,0.259910785,0.261918071,0.178429981,,
Guyana,CO2 emissions (metric tons per capita),2.352219186,2.461067143,2.689370213,2.643226031,2.747100777,2.754761063,3.265238372,3.241131369,3.293512273,3.500331141,3.472771017,,
Guyana,CO2 emissions from liquid fuel consumption (% of total),97.71721591,97.38590164,99.7424,97.78666667,97.54932039,95.87863415,94.61177489,,,,,,
Guyana,CO2 emissions from liquid fuel consumption (kt),1719.823,1782.162,1994.848,1936.176,2009.516,1965.512,2185.532,,,,,,
Guyana,CO2 emissions (kt),1759.3,1831.6,2000.8,1975.6,2063.3886,2079.93,2478.6,2473.8,2587.1,2795.9,2768.5,,
Guyana,CO2 emissions (kg per 2015 US$ of GDP),0.483130301,0.478139633,0.496131782,0.472615974,0.485432806,0.485983099,0.557889783,0.536764589,0.537478888,0.55134629,0.380502336,,
Guyana,CO2 emissions from gaseous fuel consumption (% of total),0,0,0,0,0,0,0,,,,,,
Guyana,CO2 emissions from gaseous fuel consumption (kt),0,0,0,0,0,0,0,,,,,,
Guyana,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,,,,,
Guyana,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,
Guyana,Electric power consumption (kWh per capita),,,,,,,,,,,,,
Guyana,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,,,,,
Guyana,Renewable energy consumption (% of total final energy consumption),30.95,33.14,28.99,26.85,24.02,24.95,21.34,22.12,16.77,11.31,12.04,11.97,
Guyana,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,
Guyana,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,
Guyana,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,,,,,,,
Guyana,Electricity production from oil sources (% of total),,,,,,,,,,,,,
Guyana,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,
Guyana,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,
Guyana,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,
Guyana,Electricity production from coal sources (% of total),,,,,,,,,,,,,
Guyana,Access to electricity (% of population),83.3192215,84.19555664,85.08812714,86.01316833,86.9,87.98255157,88.99909973,89.98953247,90.88771057,91.64648438,92.29893494,92.89823151,
Guyana,"Foreign direct investment, net inflows (% of GDP)",5.767697235,6.685838666,6.839870655,4.812091391,5.759923042,3.217409851,3.628485801,6.894095039,24.65528599,32.76494898,23.65969314,27.81171072,28.70540674
Guyana,Cereal yield (kg per hectare),4165.4,4343.9,4465.4,4936.7,3394.6,3567.3,3515.3,3619.6,3707.9,3798,3666.2,3683.5,
Guyana,Average precipitation in depth (mm per year),2387,2387,2387,2387,2387,2387,2387,2387,2387,2387,2387,,
Guyana,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,
Guyana,Forest area (% of land area),94.08082296,94.02143764,93.96205232,93.90266701,93.84328169,93.78389637,93.73716027,93.69037338,93.64363729,93.59685039,93.5501143,93.50334417,
Guyana,Forest area (sq. km),185198.1,185081.2,184964.3,184847.4,184730.5,184613.6,184521.6,184429.5,184337.5,184245.4,184153.4,184061.333,
Guyana,Land area where elevation is below 5 meters (% of total land area),,,,,,5.218628309,,,,,,,
Guyana,Urban land area where elevation is below 5 meters (% of total land area),,,,,,0.070403659,,,,,,,
Guyana,Urban land area where elevation is below 5 meters (sq. km),,,,,,147.8968749,,,,,,,
Guyana,Rural land area where elevation is below 5 meters (% of total land area),,,,,,5.14822465,,,,,,,
Guyana,Rural land area where elevation is below 5 meters (sq. km),,,,,,10814.86887,,,,,,,
Guyana,Arable land (% of land area),2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,2.133604267,
Guyana,Agricultural land (% of land area),5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.298450597,
Guyana,Agricultural land (sq. km),10420,10420,10420,10420,10420,10420,10420,10420,10420,10420,10420,10430,
High income,Urban population (% of total population),79.43411863,79.63949448,79.81360216,79.98316779,80.15118067,80.3262197,80.50492003,80.6858993,80.86938314,81.06172493,81.24797734,81.4320922,81.62668007
High income,Urban population,937658332,944076636,951382993,958824446,966343527,973882441,981612693,988814875,995888920,1002475923,1008851074,1010765728,1016143794
High income,Urban population growth (annual %),0.975748422,0.684503489,0.773915668,0.78217217,0.784197882,0.780148445,0.793756174,0.733709135,0.71540641,0.661419448,0.63594056,0.189785594,0.532078389
High income,"Population, total",1180459116,1185474102,1192042103,1198818424,1205686277,1212444178,1219354936,1225545879,1231512170,1236715327,1241726323,1241269526,1244899026
High income,Population growth (annual %),0.630157642,0.424833519,0.554040024,0.568463227,0.572885173,0.56050244,0.569985664,0.507722798,0.486827226,0.422501468,0.40518589,-0.036787253,0.292402248
High income,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),0.5,0.5,0.6,0.6,0.8,0.8,0.6,0.7,0.6,0.6,0.4,,
High income,"Prevalence of underweight, weight for age (% of children under 5)",1.130855203,1.108280301,1.086151004,1.064458847,1.043195367,1.022352219,1.001921415,0.981894732,0.962264538,0.943022966,0.924162626,0.905676067,0.887555897
High income,"Community health workers (per 1,000 people)",,,,,,,,,,,,,
High income,"Mortality rate, under-5 (per 1,000 live births)",6.1,6,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5.1,5,4.9,
High income,"Primary completion rate, total (% of relevant age group)",98.50652313,98.30187988,98.35006714,98.36460876,98.02924347,98.35539246,98.13098907,97.96740723,97.87429047,98.26139832,98.30740356,98.55998993,98.49041748
High income,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.996940017,0.995670021,0.995980024,0.997919977,0.999840021,1.000800014,0.996159971,0.994449973,0.996909976,0.996800005,0.996389985,,
High income,"Agriculture, forestry, and fishing, value added (% of GDP)",1.334888259,1.428866871,1.390734303,1.477659479,1.395160132,1.321817226,1.289991532,1.339085315,1.266892591,1.216187699,1.28766238,1.280727053,
High income,CPIA public sector management and institutions cluster average (1=low to 6=high),3,3,3,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2
High income,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,,,,
High income,Terrestrial and marine protected areas (% of total territorial area),,,,,,,18.14744235,18.99453301,18.99452441,19.62343729,19.70496154,17.51715483,
High income,Marine protected areas (% of territorial waters),,,,,,,22.04057385,23.05999653,23.01776319,23.98500979,24.73508633,19.28066502,
High income,Terrestrial protected areas (% of total land area),,,,,,,14.49214006,15.12858902,15.12860263,15.43660161,15.20967531,15.71127961,
High income,"Annual freshwater withdrawals, total (% of internal resources)",,,,,8.682728401,8.619638364,8.602289242,8.602481198,8.597892065,8.554297618,8.529125874,,
High income,"Annual freshwater withdrawals, total (billion cubic meters)",,,,,886.0315291,879.6187672,877.8849212,877.9595945,877.4916522,873.046437,870.479738,,
High income,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,,,,,,,
High income,Population living in areas where elevation is below 5 meters (% of total population),,,,,,4.573164994,,,,,,,
High income,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,3.691289038,,,,,,,
High income,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,0.881875956,,,,,,,
High income,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
High income,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
High income,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,
High income,SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
High income,PFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
High income,Nitrous oxide emissions (% change from 1990),-24.39636273,-25.09321345,-25.76161869,,,,,,,,,,
High income,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),696781.7505,751759.5574,746437.1597,705523.4157,721097.5815,719320.6986,708642.2919,732942.4583,729613.6038,711348.4763,690685.5074,,
High income,Methane emissions (% change from 1990),-9.863124439,-9.977515227,-10.31372808,,,,,,,,,,
High income,Methane emissions (kt of CO2 equivalent),1695617.794,1752632.081,1768018.558,1734433.428,1767606.68,1772064.855,1746846.175,1784238.863,1828761.641,1853636.72,1789814.683,,
High income,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
High income,Total greenhouse gas emissions (% change from 1990),9.750734616,13.8841954,8.828746427,,,,,,,,,,
High income,Total greenhouse gas emissions (kt of CO2 equivalent),15682130.08,15595168.51,15472305.93,15502529.28,15373837.81,15347386.29,15234951.65,15229361.06,15298924.52,14961014.96,13880327.54,,
High income,Other greenhouse gas emissions (% change from 1990),27.79492044,63.36702982,63.36702982,,,,,,,,,,
High income,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-138182.3102,-160917.8827,-94533.06258,-44841.12325,-92235.27532,-38929.93451,-28931.66179,,,,,,
High income,CO2 emissions from solid fuel consumption (% of total),31.4214043,31.28094044,30.31731753,30.24165572,30.02800685,29.2699755,27.58466293,,,,,,
High income,CO2 emissions from solid fuel consumption (kt),4349896.349,4264020.725,4086608.808,4108980.664,4025167.369,4106686.797,3857800.994,,,,,,
High income,CO2 emissions (kg per 2017 PPP $ of GDP),0.249233042,0.239803231,0.233819704,0.232072827,0.223601586,0.21758714,0.211899121,0.205611999,0.20112083,0.191933402,0.183629929,,
High income,CO2 emissions (kg per PPP $ of GDP),0.278991474,0.261912846,0.250424554,0.242965701,0.231673501,0.225720638,0.216437199,0.205611999,0.196714299,0.183253969,0.171726594,,
High income,CO2 emissions (metric tons per capita),10.91708531,10.68510677,10.50475166,10.52009327,10.29448482,10.20324715,10.06764523,9.955483166,9.923913509,9.597237018,8.749912818,,
High income,CO2 emissions from liquid fuel consumption (% of total),41.97855821,41.35511957,41.93162454,41.16450698,41.81935232,41.90084099,41.30140055,,,,,,
High income,CO2 emissions from liquid fuel consumption (kt),5509055.272,5331304.523,5340956.13,5278705.588,5281608.825,5521060.956,5402595.405,,,,,,
High income,CO2 emissions (kt),12887172.88,12666917.36,12522106.26,12611681.63,12411919.08,12370867.6,12276032.9,12200901.37,12221420.26,11869050.12,10864997.07,,
High income,CO2 emissions (kg per 2015 US$ of GDP),0.292785076,0.282297007,0.275181884,0.273060727,0.263214235,0.256265508,0.249701525,0.242393438,0.237202411,0.226386544,0.216414926,,
High income,CO2 emissions from gaseous fuel consumption (% of total),25.90771734,26.5343359,27.52394252,27.65120522,27.96944852,28.75805476,29.86861216,,,,,,
High income,CO2 emissions from gaseous fuel consumption (kt),3389443.312,3405753.439,3489227.95,3528860.466,3513526.457,3771802.261,3882613.384,,,,,,
High income,CO2 intensity (kg per kg of oil equivalent energy use),2.298009007,2.302349694,2.280458675,2.290482992,2.259038337,2.242083933,,,,,,,
High income,Energy use (kg of oil equivalent per capita),4880.434465,4764.328564,4725.360571,4711.645394,4678.141883,4605.842976,,,,,,,
High income,Electric power consumption (kWh per capita),9157.490377,9049.243676,8989.59938,8989.369119,8930.522686,,,,,,,,
High income,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",111.336669,106.8685678,105.1373134,103.9113351,101.5751023,97.77322627,,,,,,,
High income,Renewable energy consumption (% of total final energy consumption),9.747451073,10.20517202,10.74010016,11.16720111,11.4020504,11.44346096,11.65580556,12.08313867,12.52318444,12.9238803,13.9814557,,
High income,"Electricity production from renewable sources, excluding hydroelectric (% of total)",5.017068759,5.952991547,6.844037558,7.806852086,8.656307209,9.638535407,,,,,,,
High income,"Electricity production from renewable sources, excluding hydroelectric (kWh)",5.71E+11,6.73E+11,7.74E+11,8.86E+11,9.84E+11,1.10E+12,,,,,,,
High income,Renewable electricity output (% of total electricity output),16.55515948,17.78590094,18.68233722,19.91045888,20.72046188,21.25753492,,,,,,,
High income,Electricity production from oil sources (% of total),3.325240547,3.500035316,3.813467585,3.279671146,3.143104179,2.984012096,,,,,,,
High income,Electricity production from nuclear sources (% of total),20.52723559,18.85381215,17.64034304,17.65794698,17.80769345,17.15014225,,,,,,,
High income,Electricity production from natural gas sources (% of total),24.29656687,25.05358852,26.28123263,25.39772097,25.36878373,27.68328417,,,,,,,
High income,Electricity production from hydroelectric sources (% of total),11.54613939,11.83200074,11.8247811,12.08792727,12.04794899,11.58490431,,,,,,,
High income,Electricity production from coal sources (% of total),33.44675009,32.6381826,31.37304298,31.70022431,31.00464191,28.5835646,,,,,,,
High income,Access to electricity (% of population),99.88609461,99.89579294,99.91604715,99.91597189,99.93407487,99.93865258,99.94879351,99.96616443,99.96607769,99.97263821,99.97812406,99.97833879,
High income,"Foreign direct investment, net inflows (% of GDP)",2.76937058,3.229713791,2.678449511,2.659099542,2.461798579,4.33338905,4.321225715,3.131388094,0.449523337,2.262326629,1.154957121,2.325051538,1.842644854
High income,Cereal yield (kg per hectare),5216.144059,5277.579395,4858.824994,5582.401198,5849.372611,5672.682012,6151.914328,6076.890578,5881.326282,5928.443554,5923.961072,5980.162847,
High income,Average precipitation in depth (mm per year),,,,,,,,,,,,,
High income,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,
High income,Forest area (% of land area),29.43012165,29.47106262,29.51208527,29.5521791,29.59309492,29.63477852,29.6604724,29.66040058,29.6671524,29.67501074,29.68394168,29.8408786,
High income,Forest area (sq. km),10416952.43,10431570.49,10446171.75,10460773.02,10475374.28,10489975.54,10502069.76,10501830.98,10504419.9,10507188.7,10510106.5,10512924.97,
High income,Land area where elevation is below 5 meters (% of total land area),,,,,,1.255016554,,,,,,,
High income,Urban land area where elevation is below 5 meters (% of total land area),,,,,,0.074870534,,,,,,,
High income,Urban land area where elevation is below 5 meters (sq. km),,,,,,26628.92944,,,,,,,
High income,Rural land area where elevation is below 5 meters (% of total land area),,,,,,1.18014602,,,,,,,
High income,Rural land area where elevation is below 5 meters (sq. km),,,,,,413443.28,,,,,,,
High income,Arable land (% of land area),9.740458945,9.865238598,9.834412692,9.823199933,9.877446801,9.858197062,9.83243437,9.866629503,9.860524391,9.862528312,9.828187438,9.899561465,
High income,Agricultural land (% of land area),35.446909,35.89141443,35.53095299,35.09609585,35.14142509,34.38590761,34.19505508,35.02137912,34.62119501,34.74151556,34.45985874,34.82685722,
High income,Agricultural land (sq. km),12559546.88,12717008.92,12589387.98,12435795.04,12451996.96,12184108.65,12119940.78,12412567.44,12270962.29,12313592.12,12213479.47,12281992.25,
"Hong Kong SAR, China",Urban population (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100
"Hong Kong SAR, China",Urban population,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100
"Hong Kong SAR, China",Urban population growth (annual %),0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524
"Hong Kong SAR, China","Population, total",7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100
"Hong Kong SAR, China",Population growth (annual %),0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524
"Hong Kong SAR, China",Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,
"Hong Kong SAR, China","Prevalence of underweight, weight for age (% of children under 5)",,,,,,,,,,,,,
"Hong Kong SAR, China","Community health workers (per 1,000 people)",,,,,,,,,,,,,
"Hong Kong SAR, China","Mortality rate, under-5 (per 1,000 live births)",,,,,,,,,,,,,
"Hong Kong SAR, China","Primary completion rate, total (% of relevant age group)",,101.472641,121.4507904,106.4924469,99.19223785,97.33019257,107.5211868,88.18121338,90.90312195,101.5721588,122.5826569,103.4518433,90.13744354
"Hong Kong SAR, China","School enrollment, primary and secondary (gross), gender parity index (GPI)",,,1.004099965,0.993939996,0.99425,0.998780012,1.002930045,1.004169941,1.007329941,1.01391995,1.015349984,1.019250035,
"Hong Kong SAR, China","Agriculture, forestry, and fishing, value added (% of GDP)",0.053368402,0.048799905,0.054686683,0.057288366,0.066194544,0.067965375,0.076206598,0.065272703,0.062142272,0.072301726,0.098961317,0.075602712,
"Hong Kong SAR, China",CPIA public sector management and institutions cluster average (1=low to 6=high),,,,,,,,,,,,,
"Hong Kong SAR, China",Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,3,,,
"Hong Kong SAR, China",Terrestrial and marine protected areas (% of total territorial area),,,,,,,41.9047619,48.92550475,48.92550475,48.92550476,48.92550476,48.92550475,48.92550475
"Hong Kong SAR, China",Marine protected areas (% of territorial waters),,,,,,,,,,0,0,,
"Hong Kong SAR, China",Terrestrial protected areas (% of total land area),,,,,,,41.9,41.88368037,41.88368037,41.88368,41.88368,41.88367844,41.8836784
"Hong Kong SAR, China","Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,
"Hong Kong SAR, China","Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,
